name,phone,categories,location,state_name,website,yellowpages_url
Nook,(260) 248-8700,"American Restaurants,Restaurants,Take Out Restaurants","223 W Van Buren St, Columbia City, IN 46725",Indiana,https://www.facebook.com/The-Nook-184323924953182,https://www.yellowpages.com/columbia-city-in/mip/nook-16087353
Pizza King,(317) 485-6418,"Pizza,Restaurants","315 W Broadway St, Fortville, IN 46040",Indiana,http://www.pizzakingindiana.com,https://www.yellowpages.com/fortville-in/mip/pizza-king-16101241
Route 66 Diner,(765) 497-9466,"American Restaurants,Restaurants","1566 Win Hentschel Blvd, West Lafayette, IN 47906",Indiana,,https://www.yellowpages.com/west-lafayette-in/mip/route-66-diner-15566155
Bucket's Bar & Grill,(812) 282-5387,"Bar & Grills,Bars,Restaurants,Taverns","430 E 7th St, Jeffersonville, IN 47130",Indiana,http://www.facebook.com/BucketsJeff,https://www.yellowpages.com/jeffersonville-in/mip/buckets-bar-grill-16097682
Light House Lunch Box,(812) 384-4105,"Coffee Shops,Coffee & Espresso Restaurants,Restaurants","35 S Washington St, Bloomfield, IN 47424",Indiana,http://bloomfieldin.com,https://www.yellowpages.com/bloomfield-in/mip/light-house-lunch-box-16095539
Hacienda Mexican Restaurants,(812) 474-1635,"Mexican Restaurants,American Restaurants,Latin American Restaurants,Restaurants","990 S Green River Rd, Evansville, IN 47715",Indiana,http://www.haciendafiesta.com,https://www.yellowpages.com/evansville-in/mip/hacienda-mexican-restaurants-1609951
Ron & Jo's Restaurant & Bar,(219) 297-3482,"Family Style Restaurants,Restaurants","335 S Newton St, Goodland, IN 47948",Indiana,,https://www.yellowpages.com/goodland-in/mip/ron-jos-restaurant-bar-1609484
Johnny Joe's Pub,(812) 935-5637,"Bar & Grills,Bars,Restaurants","4747 W State Road 46, Bloomington, IN 47404",Indiana,,https://www.yellowpages.com/bloomington-in/mip/johnny-joes-pub-15568593
Taco Casita,(812) 235-8363,"Mexican Restaurants,American Restaurants,Fast Food Restaurants,Restaurants,Take Out Restaurants","2201 S 3rd St, Terre Haute, IN 47802",Indiana,http://www.tacobell.com,https://www.yellowpages.com/terre-haute-in/mip/taco-casita-15568113
Pollo Feliz,(765) 447-1650,"Mexican Restaurants,Latin American Restaurants,Restaurants","594 Sagamore Pkwy N, Lafayette, IN 47904",Indiana,,https://www.yellowpages.com/lafayette-in/mip/pollo-feliz-15549921
Arby's,(574) 272-9167,"Fast Food Restaurants,Restaurants,Sandwich Shops","5610 N Main St, Mishawaka, IN 46545",Indiana,http://locations.arbys.com/us/in/mishawaka/5610-n-main-st.html,https://www.yellowpages.com/mishawaka-in/mip/arbys-15544815
El Zorrito Mexican Restaurant,(260) 593-0173,"Mexican Restaurants,Latin American Restaurants,Restaurants,Take Out Restaurants","110 Redman Dr, Topeka, IN 46571",Indiana,,https://www.yellowpages.com/topeka-in/mip/el-zorrito-mexican-restaurant-15565906
Yats Restaurant,(317) 253-8817,"Creole & Cajun Restaurants,American Restaurants,Caterers,Family Style Restaurants,Restaurants,Take Out Restaurants","5363 N College Ave, Indianapolis, IN 46220",Indiana,,https://www.yellowpages.com/indianapolis-in/mip/yats-restaurant-1554412
Max & Erma's,(812) 433-4258,"American Restaurants,Family Style Restaurants,Hamburgers & Hot Dogs,Restaurants","421 NW Riverside Dr, Evansville, IN 47708",Indiana,http://www.maxandermas.com,https://www.yellowpages.com/evansville-in/mip/max-ermas-15536106
Smokin' Jack's Rib Shack,(812) 332-7427,"Barbecue Restaurants,Caterers,Children's Party Planning & Entertainment,Restaurants","505 W 17th St, Bloomington, IN 47404",Indiana,http://smokinjacksbirthdayclub.com,https://www.yellowpages.com/bloomington-in/mip/smokin-jacks-rib-shack-1549142
Johnny Carino's,(812) 372-2266,"Italian Restaurants,Caterers,Restaurants","870 Creekview Dr, Columbus, IN 47201",Indiana,http://www.carinos.com,https://www.yellowpages.com/columbus-in/mip/johnny-carinos-15471202
Dairy Queen Grill & Chill,(812) 234-9653,"Fast Food Restaurants,Dessert Restaurants,Family Style Restaurants,Hamburgers & Hot Dogs,Ice Cream & Frozen Desserts,Restaurants,Take Out Restaurants","395 E Davis Dr, Terre Haute, IN 47802",Indiana,,https://www.yellowpages.com/terre-haute-in/mip/dairy-queen-grill-chill-1554054
Long River Chinese Restaurant,(317) 736-0388,"Chinese Restaurants,Asian Restaurants,Family Style Restaurants,Restaurants","1063 W Jefferson St, Franklin, IN 46131",Indiana,https://www.facebook.com/LongRiverIN,https://www.yellowpages.com/franklin-in/mip/long-river-chinese-restaurant-1549234
Burger King,(219) 926-4886,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","535 Indian Boundary Rd, Chesterton, IN 46304",Indiana,https://burgerking.com/store-locator/store/restaurant_2882,https://www.yellowpages.com/chesterton-in/mip/burger-king-1551708
Wendy's,(812) 401-7126,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","401 S Boehne Camp Rd, Evansville, IN 47712",Indiana,http://www.wendys.com,https://www.yellowpages.com/evansville-in/mip/wendys-1549969
Super Mercado Rosales,(574) 234-5587,"Restaurants,Grocery Stores","1518 S Michigan St, South Bend, IN 46613",Indiana,http://www.facebook.com/pages/Super-Mercado-Rosales/100283306699120,https://www.yellowpages.com/south-bend-in/mip/super-mercado-rosales-1553382
Vine & Table,(317) 817-9463,"Wine,Liquor Stores,Restaurants","313 E Carmel Dr, Carmel, IN 46032",Indiana,http://www.vineandtable.com,https://www.yellowpages.com/carmel-in/mip/vine-table-1545997
Emma Cafe & Catering Inc,(260) 593-9025,"Coffee Shops,Restaurants","5990 W 200 S, Topeka, IN 46571",Indiana,http://www.backroads.org,https://www.yellowpages.com/topeka-in/mip/emma-cafe-catering-inc-1543119
Subway,(765) 793-3239,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants","503 3rd St, Covington, IN 47932",Indiana,https://restaurants.subway.com/united-states/in/covington/503-3rd-st?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=2653&utm_campaign=evergreen-2020&y_source=1_MTQ5MDIzNjYtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/covington-in/mip/subway-15444971
Rubin's Restaurant,(219) 962-3212,"Family Style Restaurants,Restaurants,Take Out Restaurants","2230 Ripley St, Lake Station, IN 46405",Indiana,,https://www.yellowpages.com/lake-station-in/mip/rubins-restaurant-15449158
Bank Restaurant,(765) 778-1446,"American Restaurants,Bars,Brew Pubs,Family Style Restaurants,Night Clubs,Restaurants,Take Out Restaurants,Taverns","110 W State St, Pendleton, IN 46064",Indiana,http://www.thebankinpendleton.com,https://www.yellowpages.com/pendleton-in/mip/bank-restaurant-15455767
Samuel Mancino's Italian Etry,(260) 569-9955,Restaurants,"1363 N Cass St, Wabash, IN 46992",Indiana,http://www.samuelmancinos.com,https://www.yellowpages.com/wabash-in/mip/samuel-mancinos-italian-etry-1541487
Squeeze Fresh Smoothies,(317) 845-9984,Restaurants,"11769 Commercial Dr, Fishers, IN 46038",Indiana,http://www.squeezeusa.com,https://www.yellowpages.com/fishers-in/mip/squeeze-fresh-smoothies-15438568
Hardee's,(765) 456-3140,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","1500 E Morgan St, Kokomo, IN 46901",Indiana,https://locations.hardees.com/in/kokomo/1500-e-morgan-st?utm_source=yext&utm_medium=gmb-button&utm_campaign=search&utm_content=website&y_source=1_MTIzODc2NzYtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/kokomo-in/mip/hardees-1542727
T J Maloney's Irish Pub & Restaurant,(219) 755-0569,"Family Style Restaurants,Bars,Restaurants,Taverns","800 E 81st Ave, Merrillville, IN 46410",Indiana,,https://www.yellowpages.com/merrillville-in/mip/t-j-maloneys-irish-pub-restaurant-15408561
El Camino Real,(317) 770-9007,"Mexican Restaurants,Latin American Restaurants,Restaurants","797 S 10th St, Noblesville, IN 46060",Indiana,http://caminorestaurantgroup.com,https://www.yellowpages.com/noblesville-in/mip/el-camino-real-1544839
Caseys Carry Out Pizza,(219) 884-9948,"Pizza,Restaurants","6085 Cleveland Cir, Merrillville, IN 46410",Indiana,http://caseys.com,https://www.yellowpages.com/merrillville-in/mip/caseys-carry-out-pizza-15402239
Hardee's,(812) 422-6222,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","4249 Highway 41 N, Evansville, IN 47711",Indiana,http://www.hardees.com,https://www.yellowpages.com/evansville-in/mip/hardees-15407914
Arby's,(317) 388-1181,"Fast Food Restaurants,Restaurants,Sandwich Shops","3832 Eagle View Dr, Indianapolis, IN 46254",Indiana,http://locations.arbys.com/us/in/indianapolis/3832-eagle-view-dr.html,https://www.yellowpages.com/indianapolis-in/mip/arbys-15400995
Grindstone Charley's,(317) 243-8760,"American Restaurants,Bars,Hamburgers & Hot Dogs,Night Clubs,Restaurants,Sandwich Shops,Taverns","5383 Rockville Rd, Indianapolis, IN 46224",Indiana,http://grindstonecharleys.com,https://www.yellowpages.com/indianapolis-in/mip/grindstone-charleys-15858698
First Place Sports Bar and Grill,(765) 827-5950,"Bar & Grills,Restaurants","4390 Western Ave, Connersville, IN 47331",Indiana,,https://www.yellowpages.com/connersville-in/mip/first-place-sports-bar-and-grill-15867356
Tommy's,(317) 634-8888,Restaurants,"222 E Market St Ste 6, Indianapolis, IN 46204",Indiana,,https://www.yellowpages.com/indianapolis-in/mip/tommys-15417428
Zing Pizzeria,(219) 728-6686,"Pizza,Caterers,Italian Restaurants,Restaurants,Vegetarian Restaurants","442 Sand Creek Dr, Chesterton, IN 46304",Indiana,,https://www.yellowpages.com/chesterton-in/mip/zing-pizzeria-1584446
Outpost Restaurant,(765) 948-3722,"Family Style Restaurants,American Restaurants,Restaurants","9060 S E 00 W, Fairmount, IN 46928",Indiana,,https://www.yellowpages.com/fairmount-in/mip/outpost-restaurant-15844185
Taco Bell,(765) 457-3647,"Fast Food Restaurants,Mexican Restaurants,Restaurants","1310 N Reed Rd, Kokomo, IN 46901",Indiana,https://locations.tacobell.com/in/kokomo/1310-north-reed-road.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=023136&utm_content=website&y_source=1_NjE0NjUzNy01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/kokomo-in/mip/taco-bell-15858877
Jimtown Pizza,(574) 295-5142,"Pizza,Restaurants","59176 County Road 3, Elkhart, IN 46517",Indiana,,https://www.yellowpages.com/elkhart-in/mip/jimtown-pizza-15840887
Dakota Ridge,(812) 524-0605,"Restaurants,Bars","1400 Shields Ave, Seymour, IN 47274",Indiana,,https://www.yellowpages.com/seymour-in/mip/dakota-ridge-15857604
Corner Grind,(812) 238-2400,"Coffee & Espresso Restaurants,Coffee Shops,Restaurants","683 Wabash Ave, Terre Haute, IN 47807",Indiana,,https://www.yellowpages.com/terre-haute-in/mip/corner-grind-15835799
Pfeiffer House,(260) 420-1386,"Coffee Shops,Restaurants","434 W Wayne St, Fort Wayne, IN 46802",Indiana,,https://www.yellowpages.com/fort-wayne-in/mip/pfeiffer-house-15827257
Taco Bell,(219) 836-4102,"Fast Food Restaurants,Mexican Restaurants,Restaurants","7949 Calumet Ave, Munster, IN 46321",Indiana,https://locations.tacobell.com/in/munster/7949-calumet-ave.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=005090&utm_content=website&y_source=1_NjE0MjE0Ni01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/munster-in/mip/taco-bell-1585690
Mi Pueblo,(260) 432-6462,"Mexican Restaurants,Restaurants","2419 W Jefferson Blvd, Fort Wayne, IN 46802",Indiana,http://www.mipueblo.com,https://www.yellowpages.com/fort-wayne-in/mip/mi-pueblo-15794276
Applebee's,(574) 291-8522,"American Restaurants,Bar & Grills,Family Style Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","1150 E Ireland Rd, South Bend, IN 46614",Indiana,http://www.applebees.com,https://www.yellowpages.com/south-bend-in/mip/applebees-1580351
Long John Silver's,(317) 248-9000,"Fast Food Restaurants,Restaurants","3847 W Washington St, Indianapolis, IN 46241",Indiana,https://locations.ljsilvers.com/in/indianapolis/3847-w.-washington?y_source=1_MTc1NzMwNzYtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/indianapolis-in/mip/long-john-silvers-1583429
Arby's,(765) 827-4756,"Fast Food Restaurants,Restaurants,Sandwich Shops","602 W 30th St, Connersville, IN 47331",Indiana,http://locations.arbys.com/us/in/connersville/602-w-30th-st.html,https://www.yellowpages.com/connersville-in/mip/arbys-1582408
A Perfect Day Cafe,(812) 346-1100,"Coffee Shops,American Restaurants,Restaurants","221 E Walnut St, North Vernon, IN 47265",Indiana,,https://www.yellowpages.com/north-vernon-in/mip/a-perfect-day-cafe-1579195
Subway,(812) 949-9050,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants","2441 State St Ste 4, New Albany, IN 47150",Indiana,https://restaurants.subway.com/united-states/in/new-albany/2441-d-state-st?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=24446&utm_campaign=evergreen-2020&y_source=1_MTQ5MDE3MzMtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/new-albany-in/mip/subway-1582403
Jedi's Garden,(219) 923-9055,"American Restaurants,Banquet Halls & Reception Facilities,Caterers,Family Style Restaurants,Greek Restaurants,Mediterranean Restaurants,Restaurants","444 W Ridge Rd, Griffith, IN 46319",Indiana,http://jedisgarden.weebly.com/menu.html,https://www.yellowpages.com/griffith-in/mip/jedis-garden-15795828
Dairy Queen Grill & Chill,(574) 287-3952,"Fast Food Restaurants,Dessert Restaurants,Hamburgers & Hot Dogs,Ice Cream & Frozen Desserts,Restaurants","1847 Lincoln Way E, South Bend, IN 46613",Indiana,https://www.dairyqueen.com/us-en/Locator/Detail/?localechange=1&store-id=3903&y_source=1_ODk5NTQyOS01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/south-bend-in/mip/dairy-queen-grill-chill-15779046
Donnie's Old Oak Tavern,(765) 778-7187,"Taverns,Bar & Grills,Bars,Restaurants","105 E State St, Pendleton, IN 46064",Indiana,,https://www.yellowpages.com/pendleton-in/mip/donnies-old-oak-tavern-1578152
Taco Bell,(574) 535-0456,"Fast Food Restaurants,Mexican Restaurants,Restaurants","1819 Lincolnway E, Goshen, IN 46526",Indiana,https://locations.tacobell.com/in/goshen/1819-lincoln-way-e.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=032110&utm_content=website&y_source=1_NjE0NTY0Ny01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/goshen-in/mip/taco-bell-15792745
Fox and Hound Pub & Grille,(317) 844-0075,"Bar & Grills,Bars,Family Style Restaurants,Restaurants,Steak Houses,Taverns","14490 Lowes Way, Carmel, IN 46033",Indiana,,https://www.yellowpages.com/carmel-in/mip/fox-and-hound-pub-grille-1576589
Taco Bell,(317) 257-0960,"Fast Food Restaurants,Mexican Restaurants,Restaurants","6165 N Keystone Ave, Indianapolis, IN 46220",Indiana,https://locations.tacobell.com/in/indianapolis/6165-n-keystone-ave-.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=021193&utm_content=website&y_source=1_NjE0Mjc1Ny01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/indianapolis-in/mip/taco-bell-16597704
Willoughby Foods & Spirits,(574) 967-4045,"Barbecue Restaurants,Bar & Grills,Bars,Restaurants,Taverns","15 W Columbia St, Flora, IN 46929",Indiana,http://willoughbybrewing.com,https://www.yellowpages.com/flora-in/mip/willoughby-foods-spirits-15813070
McDonald's,(574) 855-3527,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","416 N Dr Martin Luther King Jr Blvd, South Bend, IN 46601",Indiana,https://www.mcdonalds.com/us/en-us/location/in/south-bend/416-n-michigan-st/493.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/south-bend-in/mip/mcdonalds-1576638
Canal House Pizza & Deli,(765) 478-6259,"Pizza,Delicatessens,Restaurants","141 1/2 W Main St, Cambridge City, IN 47327",Indiana,,https://www.yellowpages.com/cambridge-city-in/mip/canal-house-pizza-deli-1658751
McDonald's,(317) 631-3484,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","3021 Southeastern Ave, Indianapolis, IN 46203",Indiana,https://www.mcdonalds.com/us/en-us/location/in/indianapolis/3021-southeastern-avenue/4818.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/indianapolis-in/mip/mcdonalds-15787639
Kfc,(219) 845-7200,"Fast Food Restaurants,Chicken Restaurants,Restaurants,Take Out Restaurants","2733 169th St, Hammond, IN 46323",Indiana,https://locations.kfc.com/in/hammond/2733-169th-street,https://www.yellowpages.com/hammond-in/mip/kfc-16619018
Starbucks Coffee,(765) 352-1258,"Coffee & Espresso Restaurants,Coffee & Tea,Coffee Shops,Restaurants","2198 Burton Ln, Martinsville, IN 46151",Indiana,https://www.starbucks.com/store-locator/store/15766,https://www.yellowpages.com/martinsville-in/mip/starbucks-coffee-15769613
Dairy Queen Grill & Chill,(260) 319-4436,"Fast Food Restaurants,Dessert Restaurants,Hamburgers & Hot Dogs,Ice Cream & Frozen Desserts,Restaurants","1303 N Wayne St, Angola, IN 46703",Indiana,https://www.dairyqueen.com/us-en/Locator/Detail/?localechange=1&store-id=1660,https://www.yellowpages.com/angola-in/mip/dairy-queen-grill-chill-16552233
China Wok,(812) 380-0388,"Chinese Restaurants,Asian Restaurants,Restaurants,Take Out Restaurants","808 E Main St, Petersburg, IN 47567",Indiana,,https://www.yellowpages.com/petersburg-in/mip/china-wok-16572339
Hardee's,(317) 736-8356,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","1700 N Morton St, Franklin, IN 46131",Indiana,http://www.hardees.com,https://www.yellowpages.com/franklin-in/mip/hardees-16597980
Granite City Food & Brewery,(260) 471-3030,"Brew Pubs,Bar & Grills,Restaurants","3809 Coldwater Rd, Fort Wayne, IN 46805",Indiana,https://www.gcfb.com,https://www.yellowpages.com/fort-wayne-in/mip/granite-city-food-brewery-1578244
Subway,(574) 289-2000,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants","323 N Eddy St, South Bend, IN 46617",Indiana,https://restaurants.subway.com/united-states/in/south-bend/323-north-eddy-street?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=48560&utm_campaign=evergreen-2020&y_source=1_MTQ5MTYxMDYtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/south-bend-in/mip/subway-16566490
The Tick Tock Tavern & Eatery,(765) 742-9425,Restaurants,"1816 N 9th Street Rd, Lafayette, IN 47904",Indiana,http://www.theticktocktavern.com,https://www.yellowpages.com/lafayette-in/mip/the-tick-tock-tavern-eatery-1654754
Odon Tavern,(812) 636-7385,"Taverns,Bar & Grills,Bars,Brew Pubs,Restaurants","101 W Main St, Odon, IN 47562",Indiana,http://www.odonpharmacy.com,https://www.yellowpages.com/odon-in/mip/odon-tavern-1654561
Hardee's,(812) 232-1741,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","200 N 3rd St, Terre Haute, IN 47807",Indiana,https://locations.hardees.com/in/terre-haute/200-n-third-st?utm_source=yext&utm_medium=gmb-button&utm_campaign=search&utm_content=website&y_source=1_MTIzODc4MDUtNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/terre-haute-in/mip/hardees-1651584
Perfect Blend,(574) 583-2300,Restaurants,"139 S Main St, Monticello, IN 47960",Indiana,,https://www.yellowpages.com/monticello-in/mip/perfect-blend-16528306
Highland Lounge,(812) 336-0826,"Cocktail Lounges,Bar & Grills,Bars,Restaurants","1933 S Curry Pike, Bloomington, IN 47403",Indiana,https://sites.google.com/site/highlandlounge,https://www.yellowpages.com/bloomington-in/mip/highland-lounge-1647768
Steak City And lemonade,(317) 547-5555,"Caterers,Restaurants","3637 E 38th Street North Dr, Indianapolis, IN 46218",Indiana,,https://www.yellowpages.com/indianapolis-in/mip/steak-city-and-lemonade-16476335
You A Carry Outa Chinese Fast Food,(812) 282-8881,"Chinese Restaurants,Asian Restaurants,Restaurants","827 Eastern Blvd, Clarksville, IN 47129",Indiana,https://youacarryouta.eat24hour.com/about,https://www.yellowpages.com/clarksville-in/mip/you-a-carry-outa-chinese-fast-food-16479535
O'Charley's,(812) 424-3348,"American Restaurants,Family Style Restaurants,Restaurants,Steak Houses,Take Out Restaurants","5125 Pearl Dr, Evansville, IN 47712",Indiana,http://www.ocharleys.com,https://www.yellowpages.com/evansville-in/mip/ocharleys-16535658
The Vine,(574) 970-5006,"American Restaurants,Bars,Restaurants","214 S Main St, Elkhart, IN 46516",Indiana,http://thevineonmain.com,https://www.yellowpages.com/elkhart-in/mip/the-vine-16496439
Acapulco Mexican Grill,(260) 833-4720,"Mexican Restaurants,American Restaurants,Caterers,Latin American Restaurants,Restaurants,Take Out Restaurants","3875 N Bay View Rd, Angola, IN 46703",Indiana,http://www.acapulcomexgrill.com,https://www.yellowpages.com/angola-in/mip/acapulco-mexican-grill-16490876
Burger King,(812) 330-9132,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants","3750 W 3rd St, Bloomington, IN 47404",Indiana,https://burgerking.com/store-locator/store/restaurant_4147,https://www.yellowpages.com/bloomington-in/mip/burger-king-1651783
Cancun Mexican Restaurant-Westfield,(317) 896-1909,"Mexican Restaurants,Restaurants","17417 Carey Rd, Westfield, IN 46074",Indiana,http://www.cancunofstockton.com,https://www.yellowpages.com/westfield-in/mip/cancun-mexican-restaurant-westfield-16446876
Applebee's,(317) 247-8222,"American Restaurants,Bar & Grills,Family Style Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","5664 Crawfordsville Rd, Indianapolis, IN 46224",Indiana,http://www.applebees.com,https://www.yellowpages.com/indianapolis-in/mip/applebees-16460759
Red Lobster,(812) 332-9712,"Seafood Restaurants,American Restaurants,Family Style Restaurants,Restaurants","2617 E 3rd St, Bloomington, IN 47401",Indiana,https://www.redlobster.com/seafood-restaurants/locations/in/bloomington/2617-e-3rd-street,https://www.yellowpages.com/bloomington-in/mip/red-lobster-1643198
Pizza King,(765) 282-2286,"Pizza,Restaurants","5809 W Kilgore Ave, Muncie, IN 47304",Indiana,http://www.pizzakingindiana.com,https://www.yellowpages.com/muncie-in/mip/pizza-king-16457374
Arby's,(260) 744-2726,"Fast Food Restaurants,Restaurants,Sandwich Shops","408 E Rudisill Blvd, Fort Wayne, IN 46806",Indiana,http://locations.arbys.com/us/in/fort-wayne/408-e-rudisill-blvd.html,https://www.yellowpages.com/fort-wayne-in/mip/arbys-1645853
Five Guys,(317) 598-0013,"Hamburgers & Hot Dogs,Fast Food Restaurants,Restaurants","5317 E 82nd St, Indianapolis, IN 46250",Indiana,https://restaurants.fiveguys.com/5317-east-82nd-street,https://www.yellowpages.com/indianapolis-in/mip/five-guys-16500263
Cielito Lindo Restaurant,(219) 937-9740,"Family Style Restaurants,Restaurants","6929 Calumet Ave, Hammond, IN 46324",Indiana,,https://www.yellowpages.com/hammond-in/mip/cielito-lindo-restaurant-16429531
Subway,(812) 448-3365,"Fast Food Restaurants,Restaurants,Sandwich Shops,Take Out Restaurants","4376 N State Road 59, Brazil, IN 47834",Indiana,https://restaurants.subway.com/united-states/in/brazil/4376-n-sr-59?utm_source=yext-other&utm_medium=local&utm_term=acq&utm_content=29975&utm_campaign=evergreen-2020&y_source=1_MTQ4OTg3MDktNTUzLWxvY2F0aW9uLndlYnNpdGU%3D,https://www.yellowpages.com/brazil-in/mip/subway-1645487
Taco Bell,(812) 280-0728,"Fast Food Restaurants,Mexican Restaurants,Restaurants","1325 Veterans Pkwy, Clarksville, IN 47129",Indiana,https://locations.tacobell.com/in/clarksville/1325-veterans-pkwy-.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=033944&utm_content=website&y_source=1_NjE0NjUwMy01NTMtbG9jYXRpb24ud2Vic2l0ZQ%3D%3D,https://www.yellowpages.com/clarksville-in/mip/taco-bell-16437607
Real Hacienda,(812) 877-2690,"Mexican Restaurants,Latin American Restaurants,Restaurants","2141 S State Road 46, Terre Haute, IN 47803",Indiana,http://www.real-hacienda.com,https://www.yellowpages.com/terre-haute-in/mip/real-hacienda-16439713
Jill's Diner,(812) 418-8970,"American Restaurants,Coffee Shops,Restaurants","421 7th St, Columbus, IN 47201",Indiana,https://www.facebook.com/Jills-Downtown-Diner-740877092692529,https://www.yellowpages.com/columbus-in/mip/jills-diner-13991930
South Side Soda Shop,(574) 534-3790,"Coffee Shops,American Restaurants,Caterers,Restaurants,Take Out Restaurants","1122 S Main St, Goshen, IN 46526",Indiana,http://www.southsidesodashopdiner.com,https://www.yellowpages.com/goshen-in/mip/south-side-soda-shop-1444406
Ajuua's Mexican Restaurant,(812) 273-3141,"Food Products,Restaurants","3637 Clifty Dr, Madison, IN 47250",Indiana,,https://www.yellowpages.com/madison-in/mip/ajuuas-mexican-restaurant-1430913
New Frontier Dinner Theater,(765) 832-1998,Restaurants,"437 N 9th St, Clinton, IN 47842",Indiana,,https://www.yellowpages.com/clinton-in/mip/new-frontier-dinner-theater-14235983
Bobe's Pizza Express,(812) 254-2048,"Pizza,Restaurants","470 S State Road 57, Washington, IN 47501",Indiana,http://bobesrestaurant.com,https://www.yellowpages.com/washington-in/mip/bobes-pizza-express-1375862
McDonald's,(812) 829-2630,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","480 E Morgan St, Spencer, IN 47460",Indiana,https://www.mcdonalds.com/us/en-us/location/in/spencer/480-e-morgan-ave/5840.html?cid=RF:YXT:RoN::Clicks,https://www.yellowpages.com/spencer-in/mip/mcdonalds-13850431
The Melody Lounge,(812) 268-6450,"American Restaurants,Bar & Grills,Barbecue Restaurants,Bars,Cocktail Lounges,Restaurants","1202 N Section St, Sullivan, IN 47882",Indiana,https://www.facebook.com/melodylounge4,https://www.yellowpages.com/sullivan-in/mip/the-melody-lounge-13850198
Pizza Hut,(812) 482-1335,"Pizza,Restaurants,Take Out Restaurants","520 S Us Highway 231, Jasper, IN 47546",Indiana,http://www.pizzahut.com,https://www.yellowpages.com/jasper-in/mip/pizza-hut-13761458
Espresso Place,(812) 275-2000,"Coffee Shops,Coffee & Espresso Restaurants,Restaurants","2021 16th St, Bedford, IN 47421",Indiana,,https://www.yellowpages.com/bedford-in/mip/espresso-place-1431106
McDonald's,(574) 675-0157,"Fast Food Restaurants,Hamburgers & Hot Dogs,Restaurants,Take Out Restaurants","30830 Old Us 20 # 4399, Elkhart, IN 46514",Indiana,http://www.mcdonalds.com,https://www.yellowpages.com/elkhart-in/mip/mcdonalds-12892189
Frederick's Cafe,(812) 738-3733,"American Restaurants,Coffee Shops,Hamburgers & Hot Dogs,Restaurants,Sandwich Shops","400 N Capitol Ave, Corydon, IN 47112",Indiana,http://www.frederickscafe.com,https://www.yellowpages.com/corydon-in/mip/fredericks-cafe-13138238
First Avenue Diner,(812) 423-7011,Restaurants,"520 N 1st Ave, Evansville, IN 47710",Indiana,,https://www.yellowpages.com/evansville-in/mip/first-avenue-diner-13146868
